LAT,LON,SPEED,DESTINATION,FLAG,SHIPNAME,SHIP_ID,DATETIME,PORT,ship_type,is_parked,Date_Tm_lag1_sec,Dist_mt,Dist_lag1_mt
57.69427,11.79475,12,GHOTENBURG 812,FI,RAMONA,5396,2016-12-17T08:23:05Z,gothenborg,Cargo,0,120,740.736,740.736
57.69398,11.79465,8,KORSOE,FI,RAMONA,5396,2016-12-17T11:31:05Z,gothenborg,Cargo,0,120,493.824,493.824
57.69328,11.7934,24,KORSOE,FI,RAMONA,5396,2016-12-17T11:33:05Z,gothenborg,Cargo,0,120,1481.472,987.648
59.91874,30.01491,107,NLRTM VIA DENOK,LR,REINBEK,3162,2016-12-13T20:29:04Z,st_petersburg,Cargo,0,1,55.0408,-6494.8144
59.91988,30.00934,111,NLRTM VIA DENOK,LR,REINBEK,3162,2016-12-13T20:31:04Z,st_petersburg,Cargo,0,120,6851.808,6796.7672
59.8903,30.22323,1,SHIFTING TO PLP,LR,REINBEK,3162,2016-12-13T15:03:04Z,st_petersburg,Cargo,1,120,61.728,61.728
59.89028,30.22318,1,SHIFTING TO PLP,LR,REINBEK,3162,2016-12-13T17:45:04Z,st_petersburg,Cargo,1,120,61.728,61.728
55.71054,21.1208,20,HALMSTAD,MT,RIG,150545,2016-12-17T03:05:06Z,klaipeda,Cargo,0,120,1234.56,246.912
55.711,21.1165,54,HALMSTAD,MT,RIG,150545,2016-12-17T03:07:07Z,klaipeda,Cargo,0,121,3361.0896,2126.5296
55.72821,21.06735,82,KLAIPEDA,MT,RIG,150545,2016-12-16T12:55:06Z,klaipeda,Cargo,0,120,5061.696,0
55.71651,21.10869,51,KLAIPEDA,MT,RIG,150545,2016-12-16T13:03:06Z,klaipeda,Cargo,0,480,12592.512,7530.816
54.36627,18.65108,0,GDYNIA,LV,RIX STAR,352437,2016-12-14T11:01:02Z,gdansk,Cargo,1,120,0,0
54.36628,18.65109,5,GDYNIA,LV,RIX STAR,352437,2016-12-14T11:03:02Z,gdansk,Cargo,0,120,308.64,308.64
54.52294,18.77427,113,RIGA,LV,RIX STAR,352437,2016-12-14T20:27:07Z,gdynia,Cargo,0,5,290.636,-6393.992
54.51818,18.7674,114,RIGA,LV,RIX STAR,352437,2016-12-14T20:29:02Z,gdansk,Cargo,0,115,6743.784,6453.148
54.73036,18.7821,105,GDANSK,AG,RMS RAHM,364258,2016-12-13T19:59:06Z,gdynia,Cargo,0,4,216.048,-5995.332
54.72672,18.79102,106,GDANSK,AG,RMS RAHM,364258,2016-12-13T20:01:03Z,gdansk,Cargo,0,117,6379.5888,6163.5408
54.51362,18.78177,97,NLZWI,AG,RMS RAHM,364258,2016-12-19T12:19:06Z,gdynia,Cargo,0,4,199.5872,-5538.5448
54.51756,18.78807,97,NLZWI,AG,RMS RAHM,364258,2016-12-19T12:21:11Z,gdansk,Cargo,0,125,6237.1,6037.5128
54.52926,18.55209,0,GDYNIA-POLAND,PA,ROBIN WIND,461454,2016-12-17T03:57:07Z,gdynia,Cargo,1,121,0,0
54.52926,18.55207,0,GDYNIA-POLAND,PA,ROBIN WIND,461454,2016-12-17T03:59:07Z,gdynia,Cargo,1,120,0,0
54.52928,18.55209,0,GDYNIA-POOCHCLIA0XDP,PA,ROBIN WIND,461454,2016-12-16T11:43:07Z,gdynia,Cargo,1,120,0,
54.52928,18.55209,0,GDYNIA-POOCHCLIA0XDP,PA,ROBIN WIND,461454,2016-12-16T11:45:07Z,gdynia,Cargo,1,120,0,0
54.7093,18.99832,125,SKAW/SKAGEN,PA,ROBIN WIND,461454,2016-12-17T07:17:02Z,gdansk,Cargo,0,121,7780.3,128.6
54.776,18.98992,121,SKAW/SKAGEN,PA,ROBIN WIND,461454,2016-12-17T07:43:02Z,gdansk,Cargo,0,1560,97098.144,89317.844
54.52962,18.55593,0,GDYNIA.POLAND,TH,ROJAREK NAREE,734035,2016-12-16T00:09:07Z,gdynia,Cargo,1,120,0,0
54.52943,18.55615,2,GDYNIA.POLAND,TH,ROJAREK NAREE,734035,2016-12-16T00:11:07Z,gdynia,Cargo,1,120,123.456,123.456
54.5288,18.74588,129,RIO GRANDE,TH,ROJAREK NAREE,734035,2016-12-16T16:15:07Z,gdynia,Cargo,0,5,331.788,-7299.336
54.5283,18.7584,130,RIO GRANDE,TH,ROJAREK NAREE,734035,2016-12-16T16:17:02Z,gdansk,Cargo,0,115,7690.28,7358.492
59.90606,30.07795,97,KANDLA,BS,ROZTOCZE,374739,2016-12-16T08:51:04Z,st_petersburg,Cargo,0,0,0,-5987.616
59.90806,30.06776,99,KANDLA,BS,ROZTOCZE,374739,2016-12-16T08:53:04Z,st_petersburg,Cargo,0,120,6111.072,6111.072
59.91282,30.04429,105,ST.PETERSBURG,BS,ROZTOCZE,374739,2016-12-14T14:45:04Z,st_petersburg,Cargo,0,1,54.012,-6373.416
59.91045,30.05614,110,ST.PETERSBURG,BS,ROZTOCZE,374739,2016-12-14T14:47:03Z,st_petersburg,Cargo,0,119,6733.496,6679.484
55.71498,21.11143,66,RUKGD>LTKLJ>DKRNN,VC,RUBYN,469377,2016-12-15T04:17:06Z,klaipeda,Cargo,0,120,4074.048,864.192
55.72585,21.09099,76,RUKGD>LTKLJ>DKRNN,VC,RUBYN,469377,2016-12-15T04:25:07Z,klaipeda,Cargo,0,481,18804.4064,14730.3584
54.69952,20.45387,1,KALININGRAD,RU,RUSICH-10,348850,2016-12-13T16:25:03Z,kalingrad,Cargo,1,120,61.728,0
54.69933,20.45379,5,KALININGRAD,RU,RUSICH-10,348850,2016-12-13T16:27:03Z,kalingrad,Cargo,0,120,308.64,246.912
59.91788,30.0202,120,ST.PETERSBURG,CY,RUTH,145641,2016-12-20T01:29:04Z,st_petersburg,Cargo,0,1,61.728,-7283.904
59.91236,30.0471,122,ST.PETERSBURG,CY,RUTH,145641,2016-12-20T01:33:03Z,st_petersburg,Cargo,0,239,14998.8752,14937.1472
55.73844,20.88396,103,HEROYA,NL,SAFFIER,257862,2016-12-15T06:19:07Z,klaipeda,Cargo,0,120,6357.984,-52.9832
55.73774,20.87151,111,HEROYA,NL,SAFFIER,257862,2016-12-15T06:21:07Z,klaipeda,Cargo,0,120,6851.808,493.824
55.72145,21.1058,0,KLAIPEDA,NL,SAFFIER,257862,2016-12-15T00:25:07Z,klaipeda,Cargo,1,120,0,0
55.72246,21.09989,44,KLAIPEDA,NL,SAFFIER,257862,2016-12-15T05:33:06Z,klaipeda,Cargo,0,18479,418246.2944,418246.2944
54.6333,19.89325,75,ROAD PIONERSKIY,RU,SAMUR-3,349963,2016-12-18T13:11:02Z,kalingrad,Cargo,0,119,4591.02,-77.16
54.6333,19.89325,75,ROAD PIONERSKIY,RU,SAMUR-3,349963,2016-12-18T13:23:03Z,kalingrad,Cargo,0,721,27816.18,23225.16
55.70337,21.11962,76,AHUS,VC,SAN REMO,468812,2016-12-18T18:03:05Z,klaipeda,Cargo,0,238,9304.4672,750.5096
55.7276,21.08277,75,AHUS,VC,SAN REMO,468812,2016-12-18T18:19:06Z,klaipeda,Cargo,0,961,37075.38,27770.9128
55.7276,21.083,72,KLAIPEDA,VC,SAN REMO,468812,2016-12-18T04:21:06Z,klaipeda,Cargo,0,120,4444.416,336.4176
55.72173,21.10117,76,KLAIPEDA,VC,SAN REMO,468812,2016-12-18T04:27:07Z,klaipeda,Cargo,0,361,14113.0784,9668.6624
54.407,18.65818,0,GDANSK,NL,SANDETTIE,222305,2016-12-13T23:17:06Z,gdynia,Cargo,1,5,0,0
54.40702,18.65821,1,GDANSK,NL,SANDETTIE,222305,2016-12-13T23:19:02Z,gdansk,Cargo,1,116,59.6704,59.6704
54.77251,18.93921,60,SZCZECIN,NL,SANDETTIE,222305,2016-12-14T10:25:02Z,gdansk,Cargo,0,120,3703.68,-617.28
54.77508,18.93422,74,SZCZECIN,NL,SANDETTIE,222305,2016-12-14T10:27:02Z,gdansk,Cargo,0,120,4567.872,864.192
54.53297,18.54214,0,PL GDY,PA,SANTA URSULA,465205,2016-12-16T22:11:07Z,gdynia,Cargo,1,120,0,0
54.53296,18.54213,320,PL GDY,PA,SANTA URSULA,465205,2016-12-16T22:13:07Z,gdynia,Cargo,0,120,19752.96,19752.96
54.72224,18.99694,148,SZCZICIN,PA,SANTA URSULA,465205,2016-12-18T05:55:02Z,gdansk,Cargo,0,120,9135.744,0
54.76309,18.99629,138,SZCZICIN,PA,SANTA URSULA,465205,2016-12-18T06:05:02Z,gdansk,Cargo,0,600,42592.32,33456.576
59.94101,30.25608,1,RIGA,RU,SAT AIS,3917444,2016-12-15T12:31:04Z,st_petersburg,Cargo,1,1,0.5144,-60.6992
59.94101,30.25611,1,RIGA,RU,SAT AIS,3917444,2016-12-15T12:45:04Z,st_petersburg,Cargo,1,840,432.096,431.5816
59.94093,30.25605,0,ST. PETERSBURG,RU,SAT AIS,3917444,2016-12-15T15:07:05Z,st_petersburg,Cargo,1,1,0,0
59.94102,30.25613,1,ST. PETERSBURG,RU,SAT AIS,3917444,2016-12-15T16:01:04Z,st_petersburg,Cargo,1,3239,1666.1416,1666.1416
55.67696,21.13905,89,KLAIPEDA,GI,SAXUM,204431,2016-12-19T04:13:06Z,klaipeda,Cargo,0,120,5493.792,0
55.65973,21.14993,58,KLAIPEDA,GI,SAXUM,204431,2016-12-19T04:21:06Z,klaipeda,Cargo,0,480,14320.896,8827.104
55.71747,21.10957,63,RIGA,GI,SAXUM,204431,2016-12-19T21:09:06Z,klaipeda,Cargo,0,120,3888.864,-61.728
55.72813,21.0776,108,RIGA,GI,SAXUM,204431,2016-12-19T21:19:06Z,klaipeda,Cargo,0,600,33333.12,29444.256
59.91402,30.03815,117,RULED,MT,SCA TUNADAL,366621,2016-12-19T02:25:04Z,st_petersburg,Cargo,0,1,60.1848,-7101.8064
59.91131,30.05146,120,RULED,MT,SCA TUNADAL,366621,2016-12-19T02:27:04Z,st_petersburg,Cargo,0,120,7407.36,7347.1752
59.91925,30.01227,117,SEUME,MT,SCA TUNADAL,366621,2016-12-19T18:13:04Z,st_petersburg,Cargo,0,1,60.1848,-7041.6216
59.92069,30.00515,119,SEUME,MT,SCA TUNADAL,366621,2016-12-19T18:15:03Z,st_petersburg,Cargo,0,119,7284.4184,7224.2336
57.68067,11.81383,124,BEZEE,NL,SCHIEBORG,262525,2016-12-20T00:29:07Z,gothenborg,Cargo,0,2,127.5712,-7335.344
57.67967,11.8005,130,BEZEE,NL,SCHIEBORG,262525,2016-12-20T00:31:06Z,gothenborg,Cargo,0,119,7957.768,7830.1968
57.69183,11.84333,0,SEGOT,NL,SCHIEBORG,262525,2016-12-16T14:29:08Z,gothenborg,Cargo,1,2,0,0
57.60367,11.60833,160,SEGOT,NL,SCHIEBORG,262525,2016-12-19T17:25:04Z,gothenborg,Cargo,0,269756,22201997.82,22201997.82
54.52755,18.75817,122,ALEXANDRIA,HK,SCHUYLER TRADER,689205,2016-12-16T02:25:07Z,gdynia,Cargo,0,5,313.784,-6903.248
54.52729,18.77093,123,ALEXANDRIA,HK,SCHUYLER TRADER,689205,2016-12-16T02:27:02Z,gdansk,Cargo,0,115,7276.188,6962.404
54.53358,18.53778,0,PLGDY,HK,SCHUYLER TRADER,689205,2016-12-15T15:23:08Z,gdynia,Cargo,1,120,0,0
54.53356,18.5377,1,PLGDY,HK,SCHUYLER TRADER,689205,2016-12-15T15:25:07Z,gdynia,Cargo,1,119,61.2136,61.2136
59.9202,30.0084,125,ST PETERSBURG,FI,SEAGARD,6046,2016-12-20T01:45:04Z,st_petersburg,Cargo,0,1,64.3,
59.91797,30.01992,101,ST PETERSBURG,FI,SEAGARD,6046,2016-12-20T01:47:03Z,st_petersburg,Cargo,0,119,6182.5736,6118.2736
54.5362,18.79353,111,GDYNIA,PA,SEASTAR ENDURANCE,406999,2016-12-15T15:53:07Z,gdynia,Cargo,0,5,285.492,-6566.316
54.53587,18.78831,111,GDYNIA,PA,SEASTAR ENDURANCE,406999,2016-12-15T15:55:02Z,gdansk,Cargo,0,115,6566.316,6280.824
54.37166,18.664,71,BUSUM DE BUM,DE,SELENE PRAHM,130867,2016-12-15T03:13:01Z,gdansk,Cargo,0,119,4346.1656,210.3896
54.38306,18.66144,69,BUSUM DE BUM,DE,SELENE PRAHM,130867,2016-12-15T03:19:02Z,gdansk,Cargo,0,361,12813.1896,8467.024
54.40378,18.67592,67,DANZIG PL GDN,DE,SELENE PRAHM,130867,2016-12-14T11:31:06Z,gdynia,Cargo,0,5,172.324,-3756.6632
54.399,18.67983,63,DANZIG PL GDN,DE,SELENE PRAHM,130867,2016-12-14T11:35:02Z,gdansk,Cargo,0,236,7648.0992,7475.7752
59.91932,30.01235,88,FERROL,RU,SERDOLIK,347186,2016-12-16T09:19:04Z,st_petersburg,Cargo,0,1,45.2672,-5478.36
59.92129,30.00228,92,FERROL,RU,SERDOLIK,347186,2016-12-16T09:21:03Z,st_petersburg,Cargo,0,119,5631.6512,5586.384
59.90894,30.06335,98,FORREL,RU,SERDOLIK,347186,2016-12-16T09:07:04Z,st_petersburg,Cargo,0,1,50.4112,-5948.5216
59.91016,30.05745,99,FORREL,RU,SERDOLIK,347186,2016-12-16T09:09:03Z,st_petersburg,Cargo,0,119,6060.1464,6009.7352
59.88177,30.22525,1,ST.PETERSBURG,RU,SERDOLIK,347186,2016-12-15T08:39:04Z,st_petersburg,Cargo,1,120,61.728,61.728
59.88177,30.22525,1,ST.PETERSBURG,RU,SERDOLIK,347186,2016-12-15T08:41:04Z,st_petersburg,Cargo,1,120,61.728,61.728
57.60493,11.65567,119,ANTWERP,PA,SEROJA EMPAT,418949,2016-12-20T03:39:05Z,gothenborg,Cargo,0,121,7406.8456,61.2136
57.60117,11.60028,83,ANTWERP,PA,SEROJA EMPAT,418949,2016-12-20T03:55:04Z,gothenborg,Cargo,0,959,40944.6968,33537.8512
57.67976,11.80855,76,GOTHENBURG,PA,SEROJA EMPAT,418949,2016-12-19T22:51:07Z,gothenborg,Cargo,0,2,78.1888,-4300.384
57.68016,11.81375,75,GOTHENBURG,PA,SEROJA EMPAT,418949,2016-12-19T22:53:05Z,gothenborg,Cargo,0,118,4552.44,4474.2512
59.92179,30.00008,81,SAINT PETERSBURG,RU,SEVERNAYA ZEMLYA,347415,2016-12-19T02:51:05Z,st_petersburg,Cargo,0,1,41.6664,
59.92179,30.00008,81,SAINT PETERSBURG,RU,SEVERNAYA ZEMLYA,347415,2016-12-19T02:53:03Z,st_petersburg,Cargo,0,118,4916.6352,4874.9688
55.00123,19.80737,100,GDANSK,PA,SILVER FJORD,421615,2016-12-15T22:57:02Z,kalingrad,Cargo,0,120,6172.8,0
54.69843,18.99766,119,GDANSK,PA,SILVER FJORD,421615,2016-12-16T02:09:02Z,gdansk,Cargo,0,11520,705180.672,699007.872
55.72589,21.08897,81,KLAIPEDA,PA,SILVER FJORD,421615,2016-12-15T03:17:06Z,klaipeda,Cargo,0,119,4958.3016,-1141.4536
55.72107,21.10224,72,KLAIPEDA,PA,SILVER FJORD,421615,2016-12-15T03:21:07Z,klaipeda,Cargo,0,241,8925.8688,3967.5672
54.71168,18.99991,131,SKAGEN,PA,SILVER FJORD,421615,2016-12-16T15:03:02Z,gdansk,Cargo,0,121,8153.7544,12.3456
54.75016,18.99401,131,SKAGEN,PA,SILVER FJORD,421615,2016-12-16T15:15:01Z,gdansk,Cargo,0,719,48450.8216,40297.0672
59.87017,30.21035,0,FAROE ISLANDS,BS,SILVER PEARL,182341,2016-12-18T00:37:03Z,st_petersburg,Cargo,1,118,0,0
59.87017,30.21035,0,FAROE ISLANDS,BS,SILVER PEARL,182341,2016-12-18T00:37:04Z,st_petersburg,Cargo,1,1,0,0
59.91872,30.01516,108,IREYKJAVIK,BS,SILVER PEARL,182341,2016-12-18T09:05:04Z,st_petersburg,Cargo,0,1,55.5552,-6560.6576
59.92005,30.00855,109,IREYKJAVIK,BS,SILVER PEARL,182341,2016-12-18T09:07:03Z,st_petersburg,Cargo,0,119,6672.2824,6616.7272
59.87212,30.20802,42,KLAKSVIK,BS,SILVER PEARL,182341,2016-12-18T07:57:04Z,st_petersburg,Cargo,0,1,21.6048,-2794.2208
59.87572,30.20065,33,KLAKSVIK,BS,SILVER PEARL,182341,2016-12-18T08:01:04Z,st_petersburg,Cargo,0,240,4074.048,4052.4432
59.91338,30.04178,110,SAINT PETERSBURG,BS,SILVER PEARL,182341,2016-12-15T15:27:05Z,st_petersburg,Cargo,0,2,113.168,-6620.328
59.91083,30.05435,115,SAINT PETERSBURG,BS,SILVER PEARL,182341,2016-12-15T15:29:03Z,st_petersburg,Cargo,0,118,6980.408,6867.24
57.67029,11.80085,3,PASAJES,NL,SKAGENBANK,259232,2016-12-19T16:25:08Z,gothenborg,Cargo,1,3,4.6296,-177.468
57.6704,11.8,31,PASAJES,NL,SKAGENBANK,259232,2016-12-19T16:31:05Z,gothenborg,Cargo,0,357,5692.8648,5688.2352
57.61217,11.61467,150,BEZEE,NL,SLINGEBORG,262498,2016-12-15T04:05:06Z,gothenborg,Cargo,0,121,9336.36,15.432
57.6865,11.851,42,BEZEE,NL,SLINGEBORG,262498,2016-12-18T07:21:05Z,gothenborg,Cargo,0,270959,5854015.003,5844678.643
57.69183,11.84317,0,SEGOT,NL,SLINGEBORG,262498,2016-12-15T02:43:08Z,gothenborg,Cargo,1,3,0,0
57.60583,11.60067,160,SEGOT,NL,SLINGEBORG,262498,2016-12-18T06:33:05Z,gothenborg,Cargo,0,272997,22468745.09,22468745.09
54.35763,18.67405,0,GDANSK,PL,SM-PRC-107,316156,2016-12-14T13:35:02Z,gdansk,Cargo,1,120,0,0
54.35763,18.67409,1,GDANSK,PL,SM-PRC-107,316156,2016-12-14T13:37:02Z,gdansk,Cargo,1,120,61.728,61.728
59.91267,30.04487,117,SPB,PT,SOLONG,122649,2016-12-14T01:45:04Z,st_petersburg,Cargo,0,1,60.1848,-7101.8064
59.91005,30.05787,117,SPB,PT,SOLONG,122649,2016-12-14T01:47:04Z,st_petersburg,Cargo,0,120,7222.176,7161.9912
57.68967,11.867,0,GOTEBORG,MT,SOMERSET,260333,2016-12-14T00:23:09Z,gothenborg,Cargo,1,3,0,0
57.6035,11.617,182,GOTEBORG,MT,SOMERSET,260333,2016-12-17T05:13:05Z,gothenborg,Cargo,0,276596,25895138.8,25895138.8
57.68033,11.80917,142,ROTTERDAM,MT,SOMERSET,260333,2016-12-14T01:03:07Z,gothenborg,Cargo,0,2,146.0896,-8546.2416
57.6795,11.79083,150,ROTTERDAM,MT,SOMERSET,260333,2016-12-14T01:05:04Z,gothenborg,Cargo,0,117,9027.72,8881.6304
54.69028,20.38524,75,EEPAL,RU,SORMOVSKIY-3055,345789,2016-12-18T20:57:02Z,kalingrad,Cargo,0,119,4591.02,-77.16
54.68985,20.37138,79,EEPAL,RU,SORMOVSKIY-3055,345789,2016-12-18T20:59:03Z,kalingrad,Cargo,0,121,4917.1496,326.1296
54.68581,20.2292,90,EEPLA,RU,SORMOVSKIY-3055,345789,2016-12-18T21:33:03Z,kalingrad,Cargo,0,120,5555.52,-46.296
54.68674,20.18699,91,EEPLA,RU,SORMOVSKIY-3055,345789,2016-12-18T21:43:03Z,kalingrad,Cargo,0,600,28086.24,22530.72
54.67454,18.99002,77,KALININGRAD,RU,SORMOVSKIY-3055,345789,2016-12-14T01:07:01Z,gdansk,Cargo,0,120,4753.056,61.728
54.65482,19.8098,4,KALININGRAD,RU,SORMOVSKIY-3055,345789,2016-12-14T10:09:02Z,kalingrad,Cargo,1,32521,66915.2096,62162.1536
54.37924,18.66182,0,PLGDN,RU,SORMOVSKIY-3055,345789,2016-12-13T15:39:02Z,gdansk,Cargo,1,121,0,0
54.37925,18.66181,1,PLGDN,RU,SORMOVSKIY-3055,345789,2016-12-13T15:41:02Z,gdansk,Cargo,1,120,61.728,61.728
59.89075,30.21728,54,ST.PETERSBURG,RU,SORMOVSKIY-3056,346077,2016-12-20T00:17:04Z,st_petersburg,Cargo,0,1,27.7776,-3277.7568
59.88866,30.21233,56,ST.PETERSBURG,RU,SORMOVSKIY-3056,346077,2016-12-20T00:19:03Z,st_petersburg,Cargo,0,119,3427.9616,3400.184
59.9086,30.0646,115,ST.PETERSBVRG,RU,SORMOVSKIY-3056,346077,2016-12-15T08:31:04Z,st_petersburg,Cargo,0,1,59.156,-7041.6216
59.90585,30.07863,116,ST.PETERSBVRG,RU,SORMOVSKIY-3056,346077,2016-12-15T08:33:04Z,st_petersburg,Cargo,0,120,7160.448,7101.292
54.6664,20.13557,82,PALDISKI,RU,SORMOVSKIY-3058,346084,2016-12-15T11:39:02Z,kalingrad,Cargo,0,119,5019.5152,-84.3616
54.6664,20.13557,82,PALDISKI,RU,SORMOVSKIY-3058,346084,2016-12-15T11:49:03Z,kalingrad,Cargo,0,601,25350.6608,20331.1456
54.64288,20.03918,94,KALININGRAD,RU,SORMOVSKIY-3068,349018,2016-12-14T02:29:03Z,kalingrad,Cargo,0,121,5850.7856,157.9208
54.65437,20.11265,83,KALININGRAD,RU,SORMOVSKIY-3068,349018,2016-12-14T02:47:02Z,kalingrad,Cargo,0,1079,46068.1208,40217.3352
54.68572,20.22983,91,SVETLYI,RU,SORMOVSKIY-3068,349018,2016-12-15T18:49:03Z,kalingrad,Cargo,0,121,5664.0584,216.048
54.68505,20.17093,44,SVETLYI,RU,SORMOVSKIY-3068,349018,2016-12-15T19:05:02Z,kalingrad,Cargo,0,959,21705.6224,16041.564
59.9087,30.06449,83,SAINT PETESBURG,RU,SORMOVSKIY-53,346635,2016-12-19T16:25:04Z,st_petersburg,Cargo,0,0,0,-5123.424
59.90277,30.09381,91,SAINT PETESBURG,RU,SORMOVSKIY-53,346635,2016-12-19T16:31:03Z,st_petersburg,Cargo,0,359,16804.9336,16804.9336
54.6857,20.2302,83,FREDERIKSVAERK,RU,SORMOVSKIY 3064,350858,2016-12-16T21:51:03Z,kalingrad,Cargo,0,119,5080.7288,142.4888
54.68483,20.17074,81,FREDERIKSVAERK,RU,SORMOVSKIY 3064,350858,2016-12-16T22:07:03Z,kalingrad,Cargo,0,960,39999.744,34919.0152
54.68371,20.16619,85,KALININGRAD,RU,SORMOVSKIY 3064,350858,2016-12-15T14:55:03Z,kalingrad,Cargo,0,120,5246.88,-61.728
54.68561,20.22806,80,KALININGRAD,RU,SORMOVSKIY 3064,350858,2016-12-15T15:11:03Z,kalingrad,Cargo,0,960,39505.92,34259.04
55.65243,21.15652,25,KLAIPEDA,AG,SPANACO FIDELITY,146069,2016-12-13T19:31:06Z,klaipeda,Cargo,0,120,1543.2,257.7144
55.6532,21.15656,17,KLAIPEDA,AG,SPANACO FIDELITY,146069,2016-12-19T22:29:05Z,klaipeda,Cargo,0,529079,4626690.039,4625146.839
55.71562,21.11,65,VENTSPILS,AG,SPANACO FIDELITY,146069,2016-12-19T23:19:14Z,klaipeda,Cargo,0,128,4279.808,267.488
55.72241,21.09879,67,VENTSPILS,AG,SPANACO FIDELITY,146069,2016-12-19T23:23:13Z,klaipeda,Cargo,0,239,8237.0872,3957.2792
54.75713,18.99659,157,GDYNIA-PLGDY,NO,STAR ISFJORD,307788,2016-12-19T11:43:02Z,gdansk,Cargo,0,120,9691.296,-80.7608
54.69692,18.99504,150,GDYNIA-PLGDY,NO,STAR ISFJORD,307788,2016-12-19T12:01:09Z,gdansk,Cargo,0,1087,83872.92,74181.624
54.63259,19.90238,81,KALININGRAD,NL,STEENBANK,265873,2016-12-16T01:37:02Z,kalingrad,Cargo,0,119,4958.3016,-41.6664
54.6338,19.936,86,KALININGRAD,NL,STEENBANK,265873,2016-12-16T01:45:02Z,kalingrad,Cargo,0,480,21234.432,16276.1304
54.53783,18.746,206,GDYNIA,SE,STENA FORERUNNER,326898,2016-12-18T07:03:06Z,gdynia,Cargo,0,5,529.832,-11656.304
54.5375,18.72617,208,GDYNIA,SE,STENA FORERUNNER,326898,2016-12-18T07:05:02Z,gdansk,Cargo,0,116,12411.4432,11881.6112
54.52783,18.76667,196,LUBECK,SE,STENA FORERUNNER,326898,2016-12-18T14:21:07Z,gdynia,Cargo,0,5,504.112,-11090.464
54.52733,18.789,208,LUBECK,SE,STENA FORERUNNER,326898,2016-12-18T14:23:02Z,gdansk,Cargo,0,115,12304.448,11800.336
57.71867,11.97327,1,GOTHENBURG,SE,STOCKHOLM,320466,2016-12-19T18:17:13Z,gothenborg,Cargo,1,126,64.8144,64.8144
57.71867,11.97327,1,GOTHENBURG,SE,STOCKHOLM,320466,2016-12-19T19:59:13Z,gothenborg,Cargo,1,126,64.8144,64.8144
59.90294,30.09317,92,KARMOY,GI,STORTEBEKER,204416,2016-12-18T19:53:04Z,st_petersburg,Cargo,0,1,47.3248,-5584.3264
59.90517,30.08195,94,KARMOY,GI,STORTEBEKER,204416,2016-12-18T19:55:04Z,st_petersburg,Cargo,0,120,5802.432,5755.1072
59.91057,30.05557,108,ST.PETERSBURG,GI,STORTEBEKER,204416,2016-12-17T03:45:04Z,st_petersburg,Cargo,0,1,55.5552,-6555.5136
59.90795,30.06853,109,ST.PETERSBURG,GI,STORTEBEKER,204416,2016-12-17T03:47:04Z,st_petersburg,Cargo,0,120,6728.352,6672.7968
55.72202,20.86393,32,KLAIPEDA,MT,STRANDJA,285833,2016-12-19T03:35:06Z,klaipeda,Cargo,0,120,1975.296,979.4176
55.71995,20.86764,56,KLAIPEDA,MT,STRANDJA,285833,2016-12-19T03:37:06Z,klaipeda,Cargo,0,120,3456.768,1481.472
54.66479,19.80567,19,KALININGRAD,SG,STRATEGIC ENCOUNTER,727807,2016-12-16T08:25:02Z,kalingrad,Cargo,0,119,1163.0584,-9.7736
54.66144,19.80711,46,KALININGRAD,SG,STRATEGIC ENCOUNTER,727807,2016-12-16T08:27:03Z,kalingrad,Cargo,0,121,2863.1504,1700.092
59.90907,30.06266,102,KOTKA,GI,SUEDEROOG,205264,2016-12-14T19:31:04Z,st_petersburg,Cargo,0,1,52.4688,-6138.8496
59.91117,30.05211,103,KOTKA,GI,SUEDEROOG,205264,2016-12-14T19:33:04Z,st_petersburg,Cargo,0,120,6357.984,6305.5152
59.89034,30.22365,0,ST.PETERSBURG,GI,SUEDEROOG,205264,2016-12-14T18:15:04Z,st_petersburg,Cargo,1,120,0,0
59.89034,30.22365,0,ST.PETERSBURG,GI,SUEDEROOG,205264,2016-12-14T18:15:05Z,st_petersburg,Cargo,1,1,0,0
59.94119,30.25643,0,Blanks,--,SVISLOCH,1071570,2016-12-15T01:51:04Z,st_petersburg,Cargo,1,1,0,0
59.94119,30.25643,0,Blanks,--,SVISLOCH,1071570,2016-12-15T01:57:04Z,st_petersburg,Cargo,1,360,0,0
54.70204,20.4556,1,KALININGRAD,RU,SVYATITEL ALEKSIY,348769,2016-12-13T18:27:03Z,kalingrad,Cargo,1,121,62.2424,-8517.4352
54.70259,20.45842,40,KALININGRAD,RU,SVYATITEL ALEKSIY,348769,2016-12-14T02:17:02Z,kalingrad,Cargo,0,28199,580222.624,580160.3816
54.70253,20.45814,32,NLRTM,RU,SVYATITEL ALEKSIY,348769,2016-12-14T18:23:03Z,kalingrad,Cargo,0,120,1975.296,-82978.8928
54.70245,20.4581,4,NLRTM,RU,SVYATITEL ALEKSIY,348769,2016-12-15T09:53:02Z,kalingrad,Cargo,1,55799,114812.0224,112836.7264
57.60036,11.79306,0,CLASS B,SE,SYLVEIA,322616,2016-12-20T10:59:05Z,gothenborg,Cargo,1,120,0,0
57.60035,11.79306,0,CLASS B,SE,SYLVEIA,322616,2016-12-20T11:11:05Z,gothenborg,Cargo,1,720,0,0
54.38043,18.66072,60,GDANSK,PL,TANAIS,948265,2016-12-16T14:19:01Z,gdansk,Cargo,0,119,3672.816,-30.864
